"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
"65458",6,5,6,5,2,5,5,3,5,4,6,6,5,6,5,6,5,2,5,6,6,3,5,2,3
"65459",5,5,5,6,5,6,5,5,5,6,6,6,5,6,5,6,6,5,6,6,6,3,5,2,5
"65460",6,5,6,5,6,4,4,5,5,3,5,6,6,6,6,5,3,5,3,6,6,6,5,6,5
"65462",5,5,5,4,4,5,6,4,5,5,6,5,4,4,6,1,1,5,4,2,5,5,5,5,4
"65466",2,5,2,2,4,4,6,5,3,2,3,3,4,6,4,1,1,2,1,3,5,3,5,5,2
"65467",5,6,6,6,6,5,5,4,4,5,6,5,5,6,5,4,4,4,5,5,5,2,5,6,5
"65470",6,5,4,4,5,5,4,4,6,5,6,6,4,5,5,4,4,5,4,5,4,3,4,6,4
"65472",6,6,6,6,6,5,5,4,5,5,5,3,4,5,3,4,3,5,4,4,5,5,4,6,5
"65473",6,5,5,6,4,4,4,4,5,5,6,3,3,6,4,NA,3,3,3,1,5,3,4,4,3
"65474",3,4,5,4,4,5,3,3,5,4,4,3,5,3,5,5,3,3,4,3,4,5,4,4,4
"65475",3,4,4,4,4,5,6,2,5,3,1,3,6,6,4,6,6,5,3,4,6,6,6,6,6
"65476",6,6,5,5,5,5,2,5,4,2,3,3,5,4,3,3,3,2,1,3,6,3,6,6,6
"65477",6,4,6,2,5,6,6,4,6,3,1,1,6,1,4,2,3,3,3,1,6,5,6,6,6
"65479",6,6,5,6,5,6,5,5,5,4,2,1,2,3,4,4,3,5,2,5,4,4,4,5,5
"65484",2,3,5,6,4,5,5,3,5,1,6,6,4,5,6,NA,2,1,3,5,6,2,3,6,4
"65487",6,6,6,6,6,6,5,5,6,3,6,6,5,6,5,6,6,3,6,2,6,2,6,6,5
"65488",6,6,4,2,6,4,4,6,2,6,5,5,2,4,4,4,4,6,6,2,4,1,1,5,2
"65490",6,6,6,6,6,5,5,4,3,5,5,6,5,4,5,3,4,4,5,6,6,6,5,5,5
"65491",4,6,5,6,6,3,2,4,4,1,6,6,5,6,6,6,5,5,6,6,5,4,5,4,1
"65494",2,5,5,5,3,4,5,5,6,5,6,5,4,5,6,2,3,3,5,1,4,2,5,4,5
"65496",4,4,3,4,3,3,4,4,4,3,NA,2,3,1,1,4,3,4,3,2,3,3,3,4,4
"65499",6,6,6,4,5,5,4,5,6,6,5,6,5,6,6,6,2,6,6,5,6,3,5,5,5
"65501",6,4,4,6,4,5,5,4,5,4,NA,3,2,3,4,4,4,3,3,4,3,6,3,5,6
"65502",6,6,6,5,6,6,5,4,6,3,5,5,6,5,6,5,5,4,5,6,6,3,6,4,5
"65503",2,2,2,4,4,5,5,5,6,6,1,2,2,2,5,4,5,5,2,5,2,6,4,4,1
"65504",5,4,5,5,5,3,3,4,2,4,3,3,6,5,5,1,2,1,3,3,5,6,5,4,2
"65506",5,6,5,5,5,5,6,5,5,5,6,5,4,6,6,6,5,5,5,4,6,6,5,6,3
"65510",6,4,6,5,6,6,4,4,2,1,5,4,6,6,4,6,5,5,2,6,6,5,5,5,4
"65511",5,6,4,3,4,1,4,1,3,1,6,1,2,2,6,1,1,1,1,2,3,1,3,5,1
"65512",6,4,4,4,4,5,5,3,5,3,5,3,3,4,4,3,3,3,3,2,6,3,4,6,6
"65515",5,4,4,6,4,5,6,4,6,2,5,3,4,5,3,3,2,2,2,2,4,5,5,6,5
"65519",2,2,2,2,4,2,2,4,1,3,3,3,4,2,2,4,2,3,1,4,6,6,5,6,3
"65522",6,5,5,6,5,5,5,5,6,3,5,4,4,5,4,6,6,6,6,3,5,6,4,5,5
"65523",6,5,5,5,4,4,5,5,3,1,3,2,5,2,5,3,NA,2,2,3,6,3,5,5,3
"65524",5,5,5,5,6,6,5,6,6,6,5,6,6,5,5,5,5,6,6,6,5,6,6,4,6
"65526",5,5,5,6,4,4,4,4,5,4,4,4,4,4,4,6,5,6,5,6,4,4,4,4,4
"65527",3,5,5,6,4,6,6,6,6,5,5,4,4,4,6,4,3,3,5,3,4,4,6,6,6
"65528",5,2,5,5,3,3,4,3,5,4,5,5,3,5,2,4,4,3,5,4,5,6,5,5,5
"65529",5,5,4,4,4,3,4,5,5,5,3,2,2,4,3,5,5,5,5,4,3,5,2,6,4
"65532",6,4,3,4,5,5,4,5,5,6,2,5,4,4,5,4,5,2,5,3,5,4,4,5,5
"65536",3,5,5,6,5,5,5,3,5,3,6,3,4,6,6,6,4,6,6,6,6,5,6,5,6
"65538",6,6,6,5,6,6,3,4,6,4,6,6,6,5,6,4,5,6,6,NA,6,6,1,6,6
"65545",4,4,4,6,3,4,4,2,5,2,3,3,3,4,3,3,2,3,3,4,NA,2,5,4,3
"65547",5,6,5,6,6,6,5,5,5,3,3,3,6,6,6,4,3,3,3,5,5,5,5,6,3
"65548",5,4,5,4,4,6,6,NA,6,6,5,5,2,5,5,5,5,6,5,5,5,5,NA,4,5
"65549",5,4,4,3,4,2,4,4,1,1,4,3,1,2,6,1,1,4,1,2,5,2,4,1,4
"65551",5,5,5,4,5,5,4,4,6,4,5,4,4,5,5,4,3,4,5,5,4,5,4,6,6
"65552",6,5,5,6,6,5,6,6,6,6,2,3,5,5,6,6,3,6,3,6,NA,2,5,6,2
"65556",6,6,6,6,6,4,4,4,5,5,6,6,6,6,6,6,5,4,6,6,6,6,6,4,6
"65557",6,6,5,4,6,5,5,5,5,4,3,3,3,2,3,2,3,1,2,1,6,6,5,5,6
"65563",6,6,5,4,5,6,2,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6
"65564",5,5,6,5,6,6,5,1,3,6,6,6,5,6,5,6,6,3,6,6,6,1,4,6,2
"65565",2,2,3,4,2,6,6,6,6,6,2,2,2,2,5,2,1,5,5,6,5,6,5,4,5
"65566",5,6,5,6,3,6,6,6,6,6,2,NA,2,6,5,5,5,6,6,5,6,6,6,4,6
"65568",6,6,4,6,4,6,5,5,2,2,3,2,3,2,4,2,1,2,5,3,6,6,4,6,6
"65569",5,5,6,4,6,4,5,6,4,5,5,5,6,6,5,3,3,4,5,4,6,5,5,5,5
"65571",6,6,6,6,6,5,5,4,4,2,4,2,5,4,5,4,3,5,3,2,6,4,5,6,4
"65575",6,5,5,5,5,5,2,2,1,2,1,3,2,6,4,6,5,4,NA,6,6,1,5,2,2
"65577",4,2,3,5,3,1,5,2,3,1,2,1,2,1,1,1,1,1,3,2,4,6,1,6,6
"65578",4,6,5,6,5,5,5,6,6,6,5,4,4,4,5,3,3,3,4,5,5,3,4,5,5
"65580",6,6,6,4,6,5,2,1,2,2,6,6,5,6,5,3,3,1,6,1,6,3,5,5,3
"65583",6,5,5,6,4,6,6,6,5,6,5,5,5,6,5,6,6,6,6,6,6,2,5,5,6
"65584",6,6,6,5,6,4,3,5,4,5,5,5,4,5,4,5,4,3,4,3,3,3,4,6,6
"65586",5,5,6,6,4,5,6,5,6,6,2,6,5,6,6,4,3,4,5,3,5,5,5,5,5
"65589",6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,1,1,1,1,4,6,1,6,6,6
"65591",4,6,6,5,6,4,3,4,2,6,6,6,5,6,3,5,4,6,3,4,4,3,5,5,5
"65592",4,5,6,6,5,4,6,3,4,5,2,4,5,5,5,6,4,3,2,6,5,6,5,5,5
"65593",6,6,6,6,6,6,5,6,6,5,6,5,5,5,4,5,2,5,5,6,6,6,6,5,6
"65595",5,6,2,6,5,4,5,6,5,4,NA,6,5,6,4,5,5,6,5,5,6,4,5,4,4
"65598",6,6,5,5,5,5,5,2,4,2,6,5,4,6,5,6,5,6,5,5,4,6,5,5,4
"65599",6,5,2,4,2,5,6,6,2,1,1,2,1,2,5,3,2,3,2,NA,5,1,1,3,4
"65600",5,5,6,6,5,4,3,4,2,2,5,2,5,4,4,4,3,3,1,4,6,6,5,5,5
"65602",2,5,5,2,6,5,4,4,3,1,5,1,5,5,5,2,1,1,3,1,5,5,5,4,3
"65605",5,6,6,6,5,4,4,4,6,6,6,6,4,5,4,6,5,6,6,5,4,5,4,5,5
"65606",5,6,6,6,4,3,5,3,3,3,1,2,3,NA,3,5,4,4,2,3,6,6,6,6,6
"65612",6,6,4,1,4,5,3,3,3,2,4,3,4,1,4,4,3,2,1,4,5,2,5,6,3
"65613",6,5,6,6,4,3,3,1,2,1,2,1,5,3,3,1,1,3,1,2,5,2,2,6,4
"65618",4,2,5,4,4,NA,3,4,4,6,4,5,4,5,3,4,4,4,3,3,3,5,3,2,4
"65620",6,6,6,4,6,5,5,5,6,5,2,3,5,5,5,3,3,3,5,2,5,5,5,6,5
"65628",3,6,5,6,5,4,4,3,5,5,5,6,5,6,6,5,4,5,5,6,6,5,6,5,2
"65629",5,5,5,2,5,3,2,NA,5,4,5,4,NA,4,4,2,3,1,3,4,5,5,4,5,5
"65630",3,4,2,2,1,2,2,5,2,1,1,1,1,1,2,4,2,3,2,3,4,5,4,6,4
"65631",6,5,6,5,6,4,2,5,5,5,6,4,5,5,5,6,6,5,5,5,5,5,6,5,5
"65632",6,5,6,6,5,4,5,5,2,5,6,3,3,6,2,6,6,5,6,6,6,3,4,5,5
"65633",4,4,2,1,1,6,6,3,6,6,1,4,6,2,6,6,2,3,5,5,6,6,5,5,6
"65634",5,6,5,6,6,6,6,4,6,5,4,3,3,5,5,5,2,2,4,2,5,5,6,5,6
"65635",6,6,6,6,6,4,4,2,5,5,6,5,5,5,5,6,6,3,3,6,6,6,6,6,6
"65636",4,4,4,4,3,6,6,5,5,4,2,2,4,2,4,4,4,4,4,2,5,5,4,5,5
"65641",6,5,5,6,5,5,5,4,4,4,5,5,5,6,5,5,5,6,6,4,5,3,5,5,4
"65643",2,5,5,4,5,4,2,3,3,2,6,6,5,6,6,5,2,2,2,6,6,3,5,5,6
"65646",5,4,5,6,4,5,4,5,5,5,5,5,1,5,5,4,2,2,4,2,5,3,4,5,5
"65648",NA,5,6,6,5,6,5,5,5,5,5,5,5,6,6,6,5,4,NA,5,5,3,5,4,5
"65649",4,4,5,6,5,4,4,5,5,6,3,4,3,4,4,6,5,3,5,4,4,5,4,5,5
"65651",5,6,6,6,5,5,4,6,5,5,5,5,5,5,5,5,4,5,5,3,4,4,4,6,4
"65652",5,6,5,6,4,5,5,4,6,5,5,6,6,6,6,6,4,5,6,5,5,6,5,4,5
"65653",4,4,4,5,4,4,4,3,4,3,3,3,3,3,3,5,5,4,4,4,3,5,5,4,4
"65654",3,4,4,6,3,6,5,6,6,2,3,6,5,5,6,1,1,2,2,3,6,3,4,5,4
"65656",NA,5,NA,6,6,4,5,5,3,4,3,3,4,5,4,3,2,3,4,2,4,3,3,6,NA
"65659",2,3,2,5,2,6,3,4,5,5,6,5,5,5,6,4,2,5,5,4,5,6,5,2,5
"65664",4,4,4,6,6,4,5,5,3,5,4,3,5,5,5,1,2,3,4,4,5,3,5,6,4
"65668",2,4,4,6,NA,5,6,6,4,6,3,4,4,5,5,4,6,4,3,4,4,4,3,3,2
"65671",6,5,6,5,5,2,2,1,4,2,6,5,5,5,6,6,5,5,5,6,6,5,5,4,5
"65673",4,4,5,5,5,5,5,4,5,5,3,2,4,3,4,4,3,3,3,4,4,4,3,5,5
"65674",5,6,5,6,5,4,3,5,5,4,6,5,5,2,6,3,5,3,2,3,4,5,5,6,5
"65675",5,5,5,5,5,5,6,6,6,5,5,4,4,6,5,3,2,5,3,2,5,3,6,5,6
"65678",6,5,5,3,4,6,6,4,5,2,4,5,4,5,4,2,2,2,1,6,5,6,4,5,6
"65679",6,6,6,6,6,4,5,3,3,3,6,5,NA,6,6,6,3,1,6,6,6,6,6,6,6
"65680",5,6,6,6,5,5,4,5,5,5,6,5,5,6,5,3,3,3,3,3,6,6,4,6,4
"65682",6,6,6,6,5,4,6,6,6,5,2,5,3,5,5,6,3,6,5,5,5,2,2,6,3
"65684",2,6,6,5,6,5,6,6,6,6,4,6,3,6,6,5,3,5,3,6,5,5,5,4,4
"65687",2,6,3,6,3,3,6,6,6,4,1,1,2,4,6,1,1,1,3,1,6,1,3,4,3
"65694",3,2,5,2,5,6,2,3,3,1,1,1,3,1,2,3,3,1,1,5,6,6,5,6,6
"65695",6,6,NA,6,6,5,5,2,6,2,NA,5,5,5,5,3,3,NA,3,5,5,3,5,3,6
"65696",6,6,6,6,6,5,5,2,6,2,4,5,5,5,5,3,3,3,3,5,5,3,5,3,6
"65698",2,5,2,2,3,5,5,6,NA,4,3,3,4,5,6,5,2,4,4,5,5,2,4,6,3
"65699",2,5,2,2,3,5,5,6,4,4,3,3,4,5,6,5,2,4,4,5,5,2,4,6,3
"65700",1,6,6,6,5,4,3,3,6,5,2,5,3,6,5,5,3,5,3,4,3,3,4,5,4
"65702",2,6,6,6,6,4,3,5,6,5,6,3,2,6,3,4,5,4,5,2,6,5,4,3,4
"65703",5,5,3,5,5,6,NA,6,6,3,3,3,2,2,6,5,5,6,6,2,5,6,5,2,6
"65704",6,5,5,6,6,6,5,5,6,5,6,6,6,6,6,6,5,4,6,5,6,1,4,6,5
"65705",4,4,4,1,3,5,5,4,4,2,2,1,2,1,3,5,1,5,6,5,5,6,6,6,6
"65706",1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,1,5,1,6,6,6,6,6,6
"65708",3,NA,3,6,4,2,1,4,3,6,4,4,5,4,6,2,5,6,6,6,6,6,3,1,5
"65709",5,5,3,5,6,3,5,6,4,1,1,1,3,5,5,1,1,1,1,1,4,6,6,6,6
"65710",2,4,3,4,3,2,3,2,1,1,6,2,4,4,3,5,4,3,5,6,6,1,6,6,2
"65711",4,4,5,6,5,6,5,5,4,4,5,3,4,5,5,6,6,2,4,5,5,6,3,5,6
"65712",4,6,5,6,4,5,4,6,5,3,1,NA,3,5,2,4,1,2,NA,6,2,4,1,6,2
"65713",6,5,5,6,6,6,5,5,6,5,6,2,5,6,6,6,6,4,5,5,6,3,5,5,5
"65714",4,5,6,6,6,4,5,4,3,3,5,5,5,6,5,2,4,4,4,5,4,4,5,5,4
"65715",2,1,5,1,4,6,6,5,6,4,5,6,5,6,6,1,1,3,5,2,6,1,5,4,4
"65720",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,2,3,6,6,6,6,5,6
"65724",2,2,3,3,3,4,5,3,5,2,2,4,4,3,5,2,2,3,4,6,5,4,5,2,5
"65726",5,5,5,6,5,2,6,5,6,5,4,5,4,5,5,3,3,1,4,6,5,2,4,4,4
"65727",2,2,6,5,5,6,5,6,1,1,3,1,6,5,1,1,1,1,1,1,6,2,6,6,1
"65728",2,3,3,4,4,4,5,5,3,2,2,2,3,3,5,2,2,4,3,3,4,4,5,4,5
"65730",5,4,4,6,4,4,3,3,5,4,4,4,3,5,3,4,4,5,4,4,4,4,4,4,4
"65732",NA,5,6,5,6,1,5,1,3,6,6,6,6,6,6,1,6,6,6,6,6,6,1,1,1
"65733",3,3,2,4,3,6,5,4,5,2,2,4,5,2,5,3,2,5,2,4,5,6,5,6,6
"65734",6,5,6,6,6,6,6,6,6,5,4,2,5,1,6,4,3,3,5,2,4,5,5,4,6
"65738",6,6,5,6,5,5,5,5,5,6,3,4,4,5,5,5,4,4,3,5,5,6,5,4,5
"65740",5,5,5,6,5,5,4,5,3,3,3,5,5,5,4,3,5,4,3,3,5,2,4,5,5
"65742",3,4,5,5,5,2,3,2,3,3,1,1,3,6,4,3,3,2,3,6,5,3,3,4,4
"65743",6,2,2,6,2,6,5,5,6,5,1,4,1,5,2,2,5,1,1,1,4,3,5,5,4
"65744",4,6,3,3,4,5,6,2,5,5,4,1,2,5,3,2,2,2,2,4,6,3,6,6,6
"65745",6,5,5,5,4,5,4,5,5,5,5,5,4,2,6,2,2,2,3,2,3,1,3,4,3
"65746",2,5,5,6,6,5,5,4,6,4,6,6,5,6,5,3,6,5,5,2,5,5,4,2,5
"65747",2,4,2,4,2,4,2,4,4,3,5,1,2,3,6,1,1,1,1,1,2,5,2,6,4
"65748",5,6,6,6,6,6,6,5,4,3,1,5,6,5,6,4,3,2,2,2,5,5,5,5,4
"65752",6,2,5,6,5,4,4,3,4,5,3,4,4,5,2,2,5,5,3,3,5,6,2,5,3
"65758",6,6,5,6,6,5,1,5,6,6,5,6,4,6,6,4,5,5,6,6,5,5,3,5,5
"65762",4,4,5,6,5,4,6,5,3,5,6,2,4,6,5,4,4,4,5,4,5,5,4,3,4
"65763",6,6,5,5,6,6,6,6,6,6,6,5,6,6,5,6,5,3,3,3,6,6,5,6,5
"65764",5,5,2,5,4,4,5,4,5,5,2,3,3,5,3,6,4,6,6,6,4,5,4,5,4
"65765",5,5,4,6,5,3,4,4,5,5,4,3,3,5,5,4,3,3,3,5,4,3,4,5,4
"65767",3,5,3,2,3,6,5,4,3,1,2,4,3,5,4,4,2,3,2,2,3,6,6,5,5
"65777",5,5,5,5,4,4,5,3,5,5,3,4,3,4,3,6,6,6,6,6,4,5,4,5,5
"65778",6,6,6,6,4,6,6,6,6,5,6,6,4,6,6,5,5,5,6,5,6,6,6,6,2
"65779",1,5,6,5,NA,5,4,4,2,1,2,6,NA,6,4,3,3,2,4,2,5,3,4,6,2
"65793",5,5,5,4,5,5,5,6,4,5,6,5,4,6,5,4,4,4,4,5,5,4,5,5,5
"65794",6,6,6,6,6,3,6,4,6,6,3,6,5,6,6,5,3,5,6,6,5,6,5,5,2
"65798",6,6,5,5,4,4,2,2,3,5,5,3,4,5,4,6,6,6,6,6,6,5,4,4,5
"65801",6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,1,1,2,6,6,6,6,6,5,4
"65802",6,6,6,6,6,3,5,3,5,5,6,6,5,6,1,2,3,2,2,5,1,3,4,6,2
"65803",6,6,5,6,6,6,5,5,2,5,6,6,5,6,6,6,6,3,2,1,5,5,4,6,5
"65804",2,4,5,6,4,5,6,6,3,2,3,5,5,5,5,1,2,3,3,5,6,3,5,5,5
"65809",6,6,5,NA,5,4,4,5,5,5,2,3,4,2,4,5,2,4,2,3,5,5,4,6,5
"65811",5,4,5,4,4,2,2,5,5,3,4,4,2,4,5,4,3,6,6,6,4,5,4,5,5
"65813",6,6,5,6,5,4,4,4,4,3,5,5,3,4,4,5,3,5,6,6,3,3,4,5,5
"65816",1,6,4,6,3,4,6,3,1,2,6,3,6,6,6,1,1,1,1,1,6,1,4,6,6
"65818",4,5,5,6,6,4,6,6,6,6,6,6,5,6,6,3,4,5,4,6,6,6,4,6,3
"65820",4,4,5,5,5,5,4,3,6,6,3,3,4,5,5,3,3,3,6,6,3,2,5,3,5
"65822",3,5,5,4,5,4,5,5,6,5,5,6,5,6,6,3,3,5,5,6,6,5,5,5,3
"65825",2,6,5,6,6,5,5,5,6,6,5,4,5,6,5,5,1,5,5,3,5,3,5,5,3
"65826",2,6,3,6,6,5,6,4,6,5,6,6,6,6,6,4,2,5,5,4,6,1,4,6,5
"65828",2,5,2,5,6,4,3,5,4,4,4,3,4,4,4,5,4,3,4,5,4,2,4,3,4
"65831",1,6,6,6,6,5,5,6,6,4,6,5,5,6,5,2,2,5,3,5,4,3,6,6,4
"65834",6,5,5,6,5,5,4,4,5,4,3,3,5,5,5,6,5,5,5,5,4,4,5,2,3
"65836",4,6,6,6,6,3,6,1,6,4,6,6,6,6,6,1,1,1,6,6,6,6,6,6,6
"65838",6,6,6,6,6,6,5,4,1,3,5,5,5,6,5,5,3,4,3,2,6,2,5,6,6
"65839",6,6,5,6,5,5,5,3,2,3,3,6,4,5,6,3,3,4,2,3,4,2,5,6,6
"65840",5,6,6,4,6,4,5,4,6,6,3,6,5,6,6,6,6,6,6,6,5,5,4,6,5
"65841",4,6,6,6,6,6,6,5,6,6,5,3,5,5,5,4,NA,1,2,5,6,2,5,6,5
"65842",2,4,4,3,5,4,4,4,3,2,4,3,4,5,5,4,3,6,4,5,3,6,5,5,5
"65844",6,6,6,5,6,5,4,4,4,5,1,3,5,6,5,3,3,5,4,6,4,1,3,3,1
"65847",5,5,6,6,5,6,6,6,5,6,3,6,5,5,6,2,3,4,4,3,6,5,5,6,2
"65848",5,4,4,6,4,4,5,4,4,5,2,1,1,2,5,4,5,5,3,1,5,2,1,6,4
"65849",6,5,4,6,4,5,NA,4,5,3,5,5,4,5,6,2,2,5,5,5,4,6,5,5,5
"65851",6,4,4,5,4,4,4,4,5,2,5,2,2,3,NA,5,3,6,5,5,1,4,1,5,5
"65852",2,5,6,5,6,6,5,5,6,4,6,6,6,6,6,5,3,5,5,6,6,6,5,5,5
"65856",4,5,5,6,6,4,5,5,5,3,6,5,4,6,5,4,4,4,4,4,3,1,4,4,4
"65857",3,4,2,6,4,NA,5,2,2,1,2,1,4,5,3,1,1,1,2,1,6,1,4,6,3
"65862",6,5,4,6,4,4,3,4,4,3,6,3,5,6,5,3,3,3,2,1,4,3,6,5,4
"65863",3,4,4,6,1,5,5,5,3,5,3,4,4,5,2,2,1,3,3,4,4,1,3,5,3
"65864",6,6,6,6,1,6,5,6,6,6,2,6,4,5,5,6,6,6,6,NA,6,6,3,4,6
"65865",2,6,6,6,6,4,4,4,3,2,5,4,4,6,5,3,4,5,5,5,5,3,4,6,3
"65870",5,5,5,4,6,5,4,5,5,3,2,4,4,5,3,5,3,5,5,6,4,6,3,4,5
"65874",5,6,6,6,5,4,4,5,4,2,2,5,4,4,5,5,3,4,2,2,4,1,4,4,4
"65876",6,5,6,6,6,2,5,6,6,6,4,5,3,6,6,5,3,5,4,4,5,5,3,2,4
"65879",6,6,5,4,4,6,2,4,6,5,3,2,3,4,6,2,2,1,2,1,5,5,3,5,3
"65880",4,2,4,6,5,5,4,5,6,5,6,5,4,6,4,3,2,5,5,3,5,5,4,5,5
"65883",6,6,6,6,4,4,5,5,3,2,1,3,4,4,5,5,3,3,3,5,4,3,4,6,4
"65886",4,4,5,6,5,5,5,5,6,6,1,3,4,4,4,3,6,5,5,5,4,4,3,2,5
"65888",2,1,6,5,5,5,1,5,6,3,3,6,5,6,5,6,6,6,6,6,5,6,6,1,6
"65890",6,5,5,5,5,5,4,5,5,6,6,2,4,5,4,6,3,5,6,6,5,4,4,5,5
"65891",6,6,5,6,5,4,4,3,3,5,6,5,4,5,3,3,2,2,2,1,6,6,5,4,5
"65892",5,6,4,6,2,4,6,4,4,1,5,3,3,5,5,1,1,1,2,1,3,3,4,5,6
"65893",4,5,5,5,4,6,5,6,6,6,6,6,6,6,6,2,2,2,3,5,6,6,6,5,6
"65894",6,6,4,6,6,5,4,5,6,6,1,6,3,4,6,6,6,6,6,3,6,5,4,4,5
"65895",4,4,5,6,3,3,5,3,6,3,1,1,3,1,2,2,2,1,2,3,3,5,2,6,4
"65896",6,5,5,6,5,5,6,4,6,3,6,6,5,6,5,3,3,3,4,5,4,3,6,5,5
"65897",5,5,6,5,5,4,4,6,6,4,3,5,4,3,4,4,3,6,5,6,5,5,4,5,5
"65899",1,5,6,6,6,6,4,3,2,6,6,6,6,6,5,6,4,5,5,4,6,4,6,5,4
"65900",4,3,5,6,4,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,4,6,4,3,4
"65901",6,NA,NA,6,5,5,5,5,2,5,2,3,4,5,5,5,6,6,6,5,5,3,4,5,5
"65902",3,5,6,6,6,4,5,1,4,3,2,2,4,6,4,5,5,4,3,3,5,1,5,6,6
"65903",3,4,4,5,6,6,6,6,5,3,6,4,3,6,5,2,2,4,4,6,5,2,5,5,6
"65905",4,6,6,6,6,6,6,5,6,6,5,6,6,6,6,5,5,5,6,5,5,5,5,2,6
"65909",5,6,6,6,4,3,5,4,4,3,6,4,3,6,4,4,5,3,3,3,3,6,5,4,3
"65913",5,5,5,3,5,5,4,5,4,3,5,4,4,4,4,2,3,4,5,2,6,4,5,5,5
"65917",5,6,5,6,6,4,5,5,6,4,6,6,6,5,5,6,5,6,6,6,6,5,5,6,5
"65918",6,6,6,6,6,2,6,1,1,6,3,3,6,6,6,1,2,1,1,2,6,6,6,6,5
"65921",5,5,5,6,6,5,5,5,3,1,5,5,5,6,5,3,2,4,4,3,6,4,3,4,4
"65924",NA,6,5,6,6,NA,6,5,5,5,2,3,4,6,5,1,1,1,1,1,6,1,6,5,2
"65925",5,5,2,6,2,6,6,6,5,4,2,1,2,1,3,1,1,1,1,1,6,6,5,6,6
"65926",3,4,4,6,5,6,5,3,6,6,2,6,1,4,6,6,6,6,6,3,6,6,6,1,5
"65929",2,5,5,6,5,4,5,3,3,NA,5,1,3,5,4,3,2,NA,5,3,4,4,4,NA,4
"65930",2,5,5,6,5,4,5,3,3,4,5,1,3,5,4,3,4,4,5,3,4,4,4,3,4
"65932",6,6,6,6,6,6,3,4,5,2,5,5,3,6,4,4,3,3,4,3,4,3,4,4,4
"65933",4,4,4,4,4,NA,4,NA,4,4,3,3,4,5,4,6,4,4,3,NA,3,4,3,4,3
"65936",4,4,4,4,4,4,4,4,4,4,3,3,4,5,4,6,4,4,3,6,3,4,3,4,3
"65937",6,6,6,5,6,6,5,6,6,6,2,2,4,5,6,6,6,6,3,6,6,2,5,5,6
"65938",2,5,6,6,2,5,5,4,4,3,6,5,5,6,3,4,3,3,4,4,5,3,4,4,3
"65940",5,5,5,6,6,4,6,3,6,5,3,6,3,6,4,5,2,4,6,1,6,6,3,4,5
"65941",5,6,6,6,5,5,4,5,4,6,5,5,5,5,5,3,3,3,3,4,6,3,4,4,4
"65942",5,5,4,4,5,5,2,4,3,3,3,1,2,5,3,4,3,5,3,5,4,5,4,5,4
"65946",3,5,5,6,2,3,4,1,3,2,6,5,4,4,NA,2,1,1,6,2,5,5,4,5,5
"65948",6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,5,6,3,1,3,6,3,6,6,4
"65950",5,3,6,5,5,3,2,2,4,1,5,2,2,5,3,6,3,6,2,4,6,3,5,6,4
"65951",2,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6
"65959",4,5,5,5,5,6,6,2,6,6,5,6,5,6,6,3,3,5,6,6,6,6,6,1,6
"65961",6,6,4,6,5,4,4,3,6,6,2,3,2,4,4,4,4,6,5,2,5,6,3,5,5
"65962",6,5,5,6,5,NA,4,2,6,6,4,6,5,6,5,6,6,6,6,5,6,6,5,4,5
"65965",6,6,5,6,5,4,3,4,2,2,5,2,1,4,2,6,6,6,3,5,4,2,2,5,5
"65969",5,6,6,6,6,5,5,5,3,6,2,3,5,6,5,5,5,3,6,3,1,2,5,6,2
"65971",6,5,3,4,5,3,4,4,4,4,NA,4,4,4,3,4,4,5,4,4,4,3,5,5,4
"65972",6,5,4,5,4,5,4,4,5,NA,3,3,2,5,4,5,4,5,NA,6,2,3,NA,5,4
"65973",6,5,5,5,5,5,5,4,6,5,4,6,4,5,5,5,5,5,6,4,5,4,5,5,6
"65974",6,1,1,1,1,1,1,1,6,6,6,6,1,1,1,6,6,6,6,6,1,6,1,1,6
"65976",6,6,6,6,5,4,4,4,6,5,3,6,5,6,5,4,3,3,4,3,4,5,6,6,5
"65977",6,5,5,6,5,6,5,5,6,6,5,2,2,4,3,3,2,3,5,2,2,3,3,6,4
"65981",5,4,2,5,2,5,5,5,6,3,1,1,2,2,5,4,3,4,2,5,4,3,1,5,5
"65986",4,5,5,6,5,5,5,5,3,5,5,3,4,2,4,3,3,2,3,5,5,3,4,5,5
"65987",2,5,3,5,2,5,6,6,6,5,2,1,4,4,4,2,2,1,2,5,6,6,1,6,1
"65988",5,6,5,6,5,4,4,4,5,2,2,6,5,5,3,5,5,4,2,6,6,4,5,3,2
"65989",6,4,6,5,4,4,5,4,4,3,5,1,2,2,2,3,2,3,4,4,5,3,6,6,6
"65990",5,5,5,6,5,4,2,4,3,5,6,1,4,6,5,5,3,6,6,5,4,5,4,4,4
